Start Date,,Biomass Sample,Ins - Media,,,,,,,,,,,,,,,,Ins - Substrate Gases,H? loading,,CO? loading,,,,,,,,,Outs - Passive Waste Effluent,,,,,,,,,Outs - Gas,CH?,H?,CO?,,,,,,,CH? production,CH? production,,,,,,,H?,,,,CO?,,,,,TSS/VSS,,,,,0.795857751,Operational Info (Loxone Sensor Readings),,,,,,,,,,
5/14/2024 12:42,Days of Operation,Biomass Sample ID,Media description,Media changes,Media Influent Flow Rate (mL/min) based on scales linear projection,"pH adjustment delivery rate (mL/min) - primarily 1 M HCl, sometimes 1 M NaOH",Approximate Cl- (mg/L),Approximate Na+,Approximate K+,Media Acetate (mol/L),Media Propionate (mol/L),Media Butyrate (mol/L),Media Total VFA (mg COD/L),Media Total COD (mg/L) Hach,Media Ammonia (mol/L),Media Dissolved Inorganic Carbon (mol C/L),Media Dissolved Organic Carbon (mol C/L),Approximate Total Influent C (mol/min) based on Media recipe,H2 delivery rate setpoint (mL/min),H2 loading rate (m3h2/m2),CO2 delivery rate setpoint (mL/min),CO2 loading rate (m3co2/m2),total gas loading rate (NL/m2),H2 delivery rate (mol/min),H2 delivery rate (e-eq/min),H2 delivery (g COD/min),CO2 delivery rate (mol/min),H2:CO2 ratio,Measured Total Influent C (mol/min),Approximate Total Influent C (mol/min) based on Media recipe + gas,Effluent waste flow rate (mL/min) - measured based on HRT after Day 38.1,Waste Effluent Acetate (mol/L),Waste Effluent Propionate (mol/L),Waste Effluent Butyrate (mol/L),Waste Effluent Total VFA (mg COD/L),Waste Effluent Total COD (mg/L) Hach,Waste Effluent Ammonia (mol/L),Waste Effluent Dissolved Inorganic Carbon (mol C/L),Waste Effluent Dissolved Organic Carbon (mol C/L),Gas Flow Out (mL/min at STP),Gas Composition (% CH4),Gas Composition (% H2),Gas Composition (% CO2),CH4 Production (mL/min),CH4 Production (mol/min),H2 breakthrough (mL/min),H2 breakthrough (mol/min),CO2 breakthrough (mL/min),CO2 breakthrough (mol/min),Specific CH4 production Rate (m3/m3d) .155,Specific CH4 production Rate (NL/m2d),Waste Effluent Dissolved Inorganic Carbon (mol/min) based on sensor,Effluent C as measured (mol/min),Effluent C as biomass (mol/min),Total Effluent C (mol/min) based on MT sensors,H2 Conversion to CH4 Efficiency (%) based on CH4,H2 Conversion to CH4 Efficiency (%) based on H2 (mL/min) (qh2 in -qh2out)/qh2in,H2 conversion to CH4 efficiency (30-day rolling average),Accounted H2 (%),Unaccounted H2 (%),C gas only Conversion Efficiency to CH4 (%),CO2 conversion to CH4 efficiency (30-day rolling average),C Conversion to CH4 Efficiency (%),Accounted C (%) based on MT sensors,Unaccounted C (%) based on MT sensors,Projected Cell Yield (g/min),R-TSS,W-TSS,R-VSS,W-VSS,SRT,HRT,pH,"CO2 (mg/L, aqueous dissolved CO2)",ORP (mV),Temp ©,[H],[CO2aq],pKa1,pKa2,[HCO3-],[CO3-2],TIC
,143.5,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,95.72%,92.63%,7.37%,92.40%,95.72%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,143.6,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,95.57%,92.63%,7.37%,92.40%,95.57%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,143.7,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,95.43%,92.63%,7.37%,92.40%,95.43%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,143.8,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,95.28%,92.63%,7.37%,92.40%,95.28%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,143.9,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,95.13%,92.63%,7.37%,92.40%,95.13%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,94.99%,92.63%,7.37%,92.40%,94.99%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.1,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,94.84%,92.63%,7.37%,92.40%,94.84%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.2,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,94.70%,92.63%,7.37%,92.40%,94.70%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.3,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,94.55%,92.63%,7.37%,92.40%,94.55%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.4,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,94.40%,92.63%,7.37%,92.40%,94.40%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.5,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,94.26%,92.63%,7.37%,92.40%,94.26%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.6,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,94.11%,92.63%,7.37%,92.40%,94.11%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.7,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,93.97%,92.63%,7.37%,92.40%,93.97%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.8,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,93.82%,92.63%,7.37%,92.40%,93.82%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,144.9,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,93.68%,92.63%,7.37%,92.40%,93.68%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,93.53%,92.63%,7.37%,92.40%,93.53%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.1,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,93.38%,92.63%,7.37%,92.40%,93.38%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.2,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,93.24%,92.63%,7.37%,92.40%,93.24%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.3,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,93.09%,92.63%,7.37%,92.40%,93.09%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.4,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,92.95%,92.63%,7.37%,92.40%,92.95%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.5,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,7.53E-03,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.38E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,92.80%,92.63%,7.37%,92.40%,92.80%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.6,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,92.65%,92.63%,7.37%,92.40%,92.65%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.7,,Wolfe v1: put in modified wolfe + EDTA ,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,4.47E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,92.51%,92.63%,7.37%,92.40%,92.51%,89.42%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.8,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,1,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,#VALUE!,,1.26E-05,92.40%,99.77%,92.36%,92.63%,7.37%,92.40%,92.36%,89.82%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,145.9,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.033,14084.809,323.000,221.000,1.61E-03,1.37E-15,0.00E+00,101.121724,510,0,0.00E+00,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,2.51E-04,2.51E-04,,20,160,1.55E-02,0.00E+00,7.95E-03,0.285,0.97371,0.009671333,0.016468333,0.277211729,1.24E-05,0.00,1.23E-07,0.00,2.09E-07,2.28,2.75110,0.00E+00,6.84E-07,,1.26E-05,92.40%,99.77%,92.22%,92.63%,7.37%,92.40%,92.22%,89.82%,91%,9%,1.10E-03,,,,,8.426770069,3.310304917,,,,,,,,,,,
,146,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.033,14084.809,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.086,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,2.75110,0.00E+00,#VALUE!,2.62E-07,2.83E-05,210.81%,72.84%,92.46%,237.97%,-137.97%,210.81%,92.46%,204.92%,205%,-105%,1.10E-03,271,87,209,61,8.426770069,3.310304917,,,,,,,,,,,
,146.1,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,92.71%,237.97%,-137.97%,210.81%,92.71%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.2,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,92.96%,237.97%,-137.97%,210.81%,92.96%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.3,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,93.21%,237.97%,-137.97%,210.81%,93.21%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.4,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,93.45%,237.97%,-137.97%,210.81%,93.45%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.5,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,93.70%,237.97%,-137.97%,210.81%,93.70%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.6,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,93.95%,237.97%,-137.97%,210.81%,93.95%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.7,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,94.20%,237.97%,-137.97%,210.81%,94.20%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.8,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,94.44%,237.97%,-137.97%,210.81%,94.44%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,146.9,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,210.81%,72.84%,94.69%,237.97%,-137.97%,210.81%,94.69%,204.92%,205%,-105%,1.10E-03,,,,,4.760795879,2.946289257,,,,,,,,,,,
,147,Ha,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,0.600,5.955,0.300,2.977,8.932,2.68E-05,1.47E-04,6.86E-03,1.34E-05,2.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,421.61%,45.67%,95.64%,475.94%,-375.94%,210.81%,94.94%,204.92%,205%,-105%,5.49E-04,,,,,4.760795879,2.946289257,,,,,,,,,,,
,147.1,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,0.600,5.955,0.300,2.977,8.932,2.68E-05,1.47E-04,6.86E-03,1.34E-05,2.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,421.61%,45.67%,96.59%,475.94%,-375.94%,210.81%,95.19%,204.92%,205%,-105%,5.49E-04,,,,,4.760795879,2.946289257,,,,,,,,,,,
,147.2,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,,0.053483477,0.043,16434.219,323.000,221.000,,,,,,0,,,3.85E-07,0.600,5.955,0.300,2.977,8.932,2.68E-05,1.47E-04,6.86E-03,1.34E-05,2.00,1.34E-05,1.38E-05,0.097,,,,,,,,,0.959,0.659384,0.339847667,0.000768667,0.632421935,2.82E-05,0.33,1.46E-05,0.00,3.29E-08,5.20,6.27628,0.00E+00,#VALUE!,,2.83E-05,421.61%,45.67%,97.54%,475.94%,-375.94%,210.81%,95.43%,204.92%,205%,-105%,5.49E-04,,,,,4.760795879,2.946289257,,,,,,,,,,,
